locus,count-aa,avg-length
MYCO001081,11,434.727272727273
MYCO001082,19,867
MYCO001083,5,267
MYCO001084,35,2021.91428571429
MYCO001085,17,728.647058823529
MYCO001086,19,789
MYCO001087,83,2312.06024096386
MYCO001088,11,435
MYCO001090,17,455.823529411765
MYCO001091,71,2502.29577464789
MYCO001092,16,939
MYCO001093,22,1281
MYCO001094,10,828
MYCO001095,30,1301.9
MYCO001096,37,876
MYCO001097,31,881.806451612903
MYCO001098,29,1425
MYCO001099,28,1089
MYCO001100,23,702
MYCO001101,30,1158
MYCO001102,8,312
MYCO001103,11,321
MYCO001104,25,690
MYCO001105,21,516
MYCO001106,23,1112.86956521739
MYCO001107,9,258
MYCO001108,28,1248.10714285714
MYCO001109,14,639
MYCO001110,17,1008
MYCO001111,21,984
MYCO001112,29,1074
MYCO001113,3,198
MYCO001114,12,375.25
MYCO001115,30,698.7
MYCO001116,6,186
MYCO001117,7,324
MYCO001118,27,860.555555555556
MYCO001119,6,150
MYCO001120,15,495
MYCO001121,45,1400.73333333333
MYCO001122,29,1023
MYCO001123,27,909
MYCO001124,27,950.888888888889
MYCO001125,35,1245.34285714286
MYCO001126,17,606
MYCO001127,32,1473
MYCO001128,47,1356.06382978723
MYCO001129,85,1461.10588235294
MYCO001130,41,1581
MYCO001131,19,1182
MYCO001132,56,1730.94642857143
MYCO001133,32,2280.1875
MYCO001134,11,237
MYCO001135,73,1852.76712328767
MYCO001136,15,342
MYCO001137,8,369
MYCO001138,28,1017
MYCO001139,21,500.714285714286
MYCO001140,24,849
MYCO001141,21,807
MYCO001142,18,806.666666666667
MYCO001143,28,1082.67857142857
MYCO001144,19,753
MYCO001145,17,912
MYCO001146,38,1413.31578947368
MYCO001147,22,651
MYCO001148,14,1449
MYCO001149,19,408
MYCO001151,18,714
MYCO001152,12,366
MYCO001153,33,849.181818181818
MYCO001154,20,642
MYCO001155,12,444
MYCO001156,18,588
MYCO001157,22,1116.27272727273
MYCO001158,22,684
MYCO001159,33,1296
MYCO001160,14,426
MYCO001161,74,3699
MYCO001162,48,1677
MYCO001163,9,605.666666666667
MYCO001164,18,741
MYCO001165,48,1886.9375
MYCO001166,34,1908
MYCO001167,12,606
MYCO001168,40,1041.3
MYCO001169,10,303
MYCO001170,22,911.181818181818
MYCO001171,15,440.2
MYCO001172,36,927
MYCO001173,66,2571.04545454545
MYCO001174,17,333
MYCO001175,62,2025
MYCO001176,16,570
MYCO001177,4,327
MYCO001178,40,1089.075
MYCO001179,110,2819.78181818182
MYCO001180,1,1467
MYCO001181,103,4748.94174757282
MYCO001182,21,1418.14285714286
MYCO001183,87,3008.89655172414
MYCO001184,29,1080
MYCO001185,40,1737
MYCO001186,52,1617
MYCO001187,41,1632
MYCO001188,40,990
MYCO001189,27,873
MYCO001190,21,878.714285714286
MYCO001191,23,915
MYCO001192,22,828
MYCO001193,31,1421.8064516129
MYCO001194,60,1266.25
MYCO001195,14,299.357142857143
MYCO001196,208,1179.90865384615
MYCO001197,11,297
MYCO001198,31,285
MYCO001199,5,1248
MYCO001200,42,1277.28571428571
MYCO001201,24,954
MYCO001202,22,1065
MYCO001203,28,585
MYCO001204,45,1688.46666666667
MYCO001205,12,564
MYCO001206,34,1793.47058823529
MYCO001207,28,956.892857142857
MYCO001208,16,975
MYCO001209,8,369
MYCO001210,8,615
MYCO001211,3,228
MYCO001212,29,1163.89655172414
MYCO001213,33,1214.90909090909
MYCO001214,12,333
MYCO001215,75,1685.92
MYCO001216,18,675
MYCO001217,57,1646.73684210526
MYCO001218,35,935.914285714286
MYCO001219,22,639
MYCO001220,13,648
MYCO001221,15,774
MYCO001222,16,465
MYCO001223,50,1587
MYCO001224,16,396
MYCO001225,27,831
MYCO001226,62,1463.66129032258
MYCO001227,21,534
MYCO001228,24,558
MYCO001229,39,1173
MYCO001230,49,1235.81632653061
MYCO001231,13,542.769230769231
MYCO001232,35,1308
MYCO001233,25,596.88
MYCO001234,16,528
MYCO001235,28,1407
MYCO001236,34,924
MYCO001237,20,825
MYCO001238,18,1182
MYCO001239,24,1101
MYCO001240,25,990
MYCO001241,8,261
MYCO001242,10,432
MYCO001243,40,1687.05
MYCO001244,31,861
MYCO001245,29,830.896551724138
MYCO001246,14,294
MYCO001247,7,270
MYCO001248,97,3696
MYCO001249,29,789
MYCO001250,54,1740
MYCO001251,72,3419.83333333333
MYCO001252,11,609
MYCO001253,58,1692
MYCO001254,25,1152
MYCO001255,20,609
MYCO001256,41,1217.92682926829
MYCO001257,42,1367.42857142857
MYCO001258,38,1260
MYCO001259,24,899.625
MYCO001260,26,1119
MYCO001261,12,450
MYCO001262,17,434.647058823529
MYCO001263,52,1388.76923076923
MYCO001264,42,1193.78571428571
MYCO001265,20,681
MYCO001266,66,1880.95454545455
MYCO001267,38,1166.92105263158
MYCO001268,33,698.909090909091
MYCO001269,20,375.15
MYCO001270,21,734.857142857143
MYCO001271,11,342
MYCO001272,48,1895.875
MYCO001273,47,1749
MYCO001274,15,558
MYCO001275,15,543
MYCO001276,22,477
MYCO001277,23,1254
MYCO001278,66,2627.95454545455
MYCO001279,46,1586.80434782609
MYCO001280,45,1775.86666666667
MYCO001281,43,1838.93023255814
MYCO001282,21,876
MYCO001283,21,978
MYCO001284,12,492
MYCO001285,43,999
MYCO001286,69,1845.08695652174
MYCO001287,7,486
MYCO001288,45,1371.26666666667
MYCO001289,22,633
MYCO001290,46,1565.80434782609
MYCO001291,10,336
MYCO001292,41,1653
MYCO001293,30,1344
MYCO001294,24,1326
MYCO001295,25,1083
MYCO001296,25,951
MYCO001297,29,1809
MYCO001299,12,1074
MYCO001300,27,978
MYCO001301,10,654
MYCO001302,17,1215
MYCO001303,10,486
MYCO001304,22,753
MYCO001305,5,246
MYCO001306,15,516
MYCO001307,38,1340.92105263158
MYCO001308,33,1650
MYCO001309,27,918
MYCO001310,18,1461
MYCO001311,19,365.842105263158
MYCO001312,11,444
MYCO001313,27,1335
MYCO001314,25,582
MYCO001315,20,1257
MYCO001316,22,498
MYCO001317,53,1490.71698113208
MYCO001318,56,1625.89285714286
MYCO001319,31,1605.87096774194
MYCO001320,73,1703.83561643836
MYCO001321,20,681
MYCO001322,14,297
MYCO001323,35,1170.08571428571
MYCO001324,24,915
MYCO001325,62,1805.41935483871
MYCO001326,51,2196
MYCO001327,40,2106
MYCO001328,72,2592
MYCO001329,72,1995
MYCO001330,42,1348
MYCO001331,6,306
MYCO001332,17,657
MYCO001333,22,1035
MYCO001334,9,441
MYCO001335,13,282
MYCO001336,24,972
MYCO001337,20,723
MYCO001338,17,816
MYCO001339,20,822
MYCO001340,13,780
MYCO001341,14,615
MYCO001342,14,363
MYCO001343,29,381
MYCO001344,12,321
MYCO001345,36,1566
MYCO001346,16,1161
MYCO001347,23,633
MYCO001348,61,2579.90163934426
MYCO001349,26,1740
MYCO001350,21,743.714285714286
MYCO001351,16,330
MYCO001352,19,372
MYCO001353,27,786
MYCO001354,65,1871.95384615385
MYCO001355,75,2148
MYCO001356,35,792
MYCO001357,35,924
MYCO001358,94,3479.52127659574
MYCO001359,19,753
MYCO001360,23,1023
MYCO001361,218,1182.9495412844
MYCO001362,17,663
MYCO001363,22,785.181818181818
MYCO001364,52,1961.88461538462
MYCO001365,14,387
MYCO001366,26,821.769230769231
MYCO001367,40,1134
MYCO001368,26,786
MYCO001370,13,326.538461538462
MYCO001371,29,1470
MYCO001372,47,1182
MYCO001373,29,981.103448275862
MYCO001374,28,459
MYCO001375,52,1319.65384615385
MYCO001376,42,1493.78571428571
MYCO001377,14,639
MYCO001378,55,1427.89090909091
MYCO001379,16,582
MYCO001380,18,960
MYCO001381,25,1292.76
MYCO001382,19,498
MYCO001383,30,1131
MYCO001384,96,3348
MYCO001385,21,825
MYCO001386,18,309
MYCO001387,53,1619.88679245283
MYCO001388,19,573
MYCO001389,16,627
MYCO001390,4,333
MYCO001391,38,1257
MYCO001392,38,1211.84210526316
MYCO001393,36,1478.91666666667
MYCO001394,45,1386
MYCO001395,32,1035
MYCO001396,50,1730.46
MYCO001397,16,402
MYCO001398,10,258
MYCO001399,29,959.48275862069
MYCO001400,30,963
MYCO001401,23,603.391304347826
MYCO001402,38,1968.23684210526
MYCO001403,24,824.875
MYCO001404,14,483
MYCO001405,20,825
MYCO001406,31,939
MYCO001407,44,1373.79545454545
MYCO001408,15,699.2
MYCO001409,19,1020
MYCO001410,26,1557
MYCO001411,24,710.75
MYCO001412,18,606
MYCO001413,20,516
MYCO001414,15,402
MYCO001415,20,1278
MYCO001416,14,483
MYCO001417,22,465.272727272727
MYCO001418,19,687
MYCO001419,19,474
MYCO001420,48,1941
MYCO001421,24,906
MYCO001422,23,1029
MYCO001423,35,978
MYCO001424,23,762
MYCO001425,37,1380
MYCO001426,40,1263.15
MYCO001427,47,1607.93617021277
MYCO001428,33,828
MYCO001429,33,1269
MYCO001430,51,1586.88235294118
MYCO001431,64,1770
MYCO001432,21,1422
MYCO001433,21,816
MYCO001434,6,139
MYCO001435,25,628.92
MYCO001436,13,1020
MYCO001437,26,1239
MYCO001438,19,786
MYCO001439,13,425.538461538462
MYCO001440,7,234
MYCO001441,100,1458.03
MYCO001442,88,2300.96590909091
MYCO001443,15,485.8
MYCO001444,14,411
MYCO001445,25,744
MYCO001446,47,913.340425531915
MYCO001447,67,1544.82089552239
MYCO001448,30,1122
MYCO001449,66,2103.04545454545
MYCO001450,4,3990
MYCO001451,21,927
MYCO001452,82,2216.81707317073
MYCO001453,42,1266
MYCO001454,37,987
MYCO001455,30,864
MYCO001456,30,933
MYCO001457,17,785.294117647059
MYCO001458,26,941.884615384615
MYCO001459,42,1776
MYCO001460,16,807
MYCO001461,64,2541
MYCO001462,33,1194
MYCO001463,15,801
MYCO001464,34,1254
MYCO001465,11,489
MYCO001466,6,348
MYCO001467,40,1831.875
MYCO001468,34,1110.70588235294
MYCO001469,54,1974.27777777778
MYCO001470,9,375
MYCO001471,8,372
MYCO001472,40,858
MYCO001473,40,1629
MYCO001474,12,564
MYCO001475,54,2832.11111111111
MYCO001476,18,561
MYCO001477,30,1419
MYCO001478,19,726
MYCO001479,27,1133.88888888889
MYCO001480,30,954
MYCO001481,23,1007.86956521739
MYCO001482,32,843
MYCO001483,12,744
MYCO001484,25,810
MYCO001485,17,1035
MYCO001486,26,867
MYCO001487,7,435
MYCO001488,24,1145.875
MYCO001489,10,357
MYCO001490,61,1308
MYCO001491,21,759
MYCO001492,55,1847.67272727273
MYCO001493,41,2252.41463414634
MYCO001494,5,303
MYCO001495,15,318
MYCO001496,18,1004.66666666667
MYCO001497,44,1290
MYCO001498,28,617.785714285714
MYCO001499,13,399
MYCO001500,45,1029.06666666667
MYCO001501,25,821.64
MYCO001502,44,900.068181818182
MYCO001504,17,600
MYCO001505,32,665.90625
MYCO001506,18,501
MYCO001507,29,696
MYCO001508,61,1799.85245901639
MYCO001509,29,882
MYCO001510,30,1298
MYCO001511,34,1023
MYCO001512,27,969
MYCO001513,17,732
MYCO001514,22,789
MYCO001515,31,896.903225806452
MYCO001516,33,1011
MYCO001517,22,765
MYCO001518,33,959.909090909091
MYCO001519,6,270
MYCO001520,25,1041
MYCO001521,45,1752
MYCO001522,103,3440.76699029126
MYCO001523,32,1044
MYCO001524,32,1244.71875
MYCO001525,33,786
MYCO001526,41,1280.70731707317
MYCO001527,241,6326.8132780083
MYCO001528,14,498
MYCO001529,53,1754.83018867925
MYCO001530,45,1104
MYCO001531,14,567
MYCO001532,17,435.176470588235
MYCO001533,29,1128
MYCO001534,20,677.4
MYCO001535,7,237
MYCO001536,89,3125.96629213483
MYCO001537,49,1392
MYCO001538,37,980.918918918919
MYCO001539,15,609
MYCO001540,32,927
MYCO001541,18,594
MYCO001542,15,409.6
MYCO001543,33,1025.72727272727
MYCO001544,24,804.125
MYCO001545,8,228
MYCO001546,21,432
MYCO001547,69,3555
MYCO001548,67,2034.80597014925
MYCO001549,2,528
MYCO001550,45,1716
MYCO001551,52,1866
MYCO001552,60,1752.2
MYCO001553,18,744
MYCO001554,14,380.571428571429
MYCO001555,13,378.461538461538
MYCO001556,25,608.64
MYCO001557,42,1194
MYCO001558,12,447
MYCO001559,39,1290
MYCO001560,6,219
MYCO001561,21,405
MYCO001562,52,1742.53846153846
MYCO001563,75,2298
MYCO001564,59,2166
MYCO001565,63,2190
MYCO001566,20,689.25
MYCO001567,21,285
MYCO001568,31,1314
MYCO001569,20,1161
MYCO001570,19,681.157894736842
MYCO001571,19,510
MYCO001572,7,105
MYCO001573,9,411
MYCO001574,19,312
MYCO001575,1,501
MYCO001576,103,1432.31067961165
MYCO001577,13,513
MYCO001578,15,471.4
MYCO001579,13,315
MYCO001580,10,273
MYCO001581,7,396
MYCO001582,28,1416
MYCO001583,16,396.1875
MYCO001584,8,222
MYCO001585,14,516
MYCO001586,30,1410
MYCO001587,10,1002
MYCO001588,15,669
MYCO001589,19,1050
MYCO001590,6,240
MYCO001591,25,666
MYCO001592,48,1341
MYCO001593,15,711.2
MYCO001594,29,1050
MYCO001595,47,1584
MYCO001596,14,858
MYCO001597,18,759
MYCO001598,11,411
MYCO001599,31,1317
MYCO001600,26,1143
MYCO001601,13,633
MYCO001602,19,621
MYCO001603,23,738
MYCO001604,22,813
MYCO001605,26,804
MYCO001606,11,348
MYCO001607,21,1083
MYCO001608,6,465
MYCO001609,39,1551
MYCO001610,27,708
MYCO001611,15,819
MYCO001612,28,1233
MYCO001613,22,813
MYCO001614,41,1407
MYCO001615,18,441
MYCO001616,14,399
MYCO001617,46,1419
MYCO001618,21,903
MYCO001619,36,1454.91666666667
MYCO001620,31,1731
MYCO001621,37,1584
MYCO001622,22,1041
MYCO001623,35,1458
MYCO001624,17,587.823529411765
MYCO001625,46,1332
MYCO001626,15,618
MYCO001627,20,1209
MYCO001628,10,492
MYCO001629,78,2715
MYCO001631,23,1224
MYCO001632,11,444
MYCO001633,48,2096.9375
MYCO001634,32,1416
MYCO001635,44,1671
MYCO001636,20,441
MYCO001637,29,793.758620689655
MYCO001638,73,2919
MYCO001639,51,1470
MYCO001640,81,3519
MYCO001644,27,782.888888888889
MYCO001645,29,1056
MYCO001646,33,932.636363636364
MYCO001647,26,951
MYCO001648,27,807
MYCO001649,23,1026
MYCO001650,73,2496
MYCO001651,115,3046.4347826087
MYCO001652,25,1059
MYCO001653,16,1215
MYCO001654,21,885
MYCO001655,26,1203
MYCO001656,24,924
MYCO001657,15,513
MYCO001658,23,1197
MYCO001659,26,1413
MYCO001660,34,1062
MYCO001661,203,6380.98522167488
MYCO001662,186,4808.98387096774
MYCO001663,63,1509
MYCO001664,111,3053.89189189189
MYCO001665,35,1061.82857142857
MYCO001666,43,1303.04651162791
MYCO001667,24,653.875
MYCO001668,3,1119
MYCO001669,11,362.727272727273
MYCO001670,15,348
MYCO001671,18,393.666666666667
MYCO001672,49,1331.87755102041
MYCO001673,37,933
MYCO001674,20,657
MYCO001675,29,734.793103448276
MYCO001676,35,704.742857142857
MYCO001677,21,549
MYCO001678,33,902.363636363636
MYCO001679,35,1122
MYCO001680,24,825
MYCO001681,23,993
MYCO001682,29,917.896551724138
MYCO001683,73,2999.91780821918
MYCO001684,8,225
MYCO001685,19,624
MYCO001686,28,681
MYCO001687,29,768
MYCO001688,20,612
MYCO001689,29,1275
MYCO001690,10,384
MYCO001691,27,752.777777777778
MYCO001692,25,1062
MYCO001693,9,177
MYCO001694,21,807
MYCO001695,14,924
MYCO001696,43,1763.79069767442
MYCO001697,11,1182
MYCO001698,19,945
MYCO001699,63,1760.85714285714
MYCO001700,23,624
MYCO001701,9,936
MYCO001702,51,1364.76470588235
MYCO001703,15,591
MYCO001704,52,1671
MYCO001705,36,1157.91666666667
MYCO001706,30,1184.6
MYCO001707,42,1461
MYCO001708,14,957
MYCO001709,29,837
MYCO001710,16,696
MYCO001711,20,765
MYCO001712,18,693
MYCO001713,38,1392
MYCO001714,33,813
MYCO001715,35,914.914285714286
MYCO001716,36,830.5
MYCO001717,11,351
MYCO001718,27,819
MYCO001719,31,780.096774193548
MYCO001720,19,389.684210526316
MYCO001721,6,228
MYCO001722,49,1485
MYCO001723,37,1248
MYCO001724,14,420
MYCO001725,25,711
MYCO001726,67,1385.86567164179
MYCO001727,17,570
MYCO001728,24,771
MYCO001729,31,939
MYCO001730,59,1553.69491525424
MYCO001731,39,1556.76923076923
MYCO001732,14,549
MYCO001733,26,633
MYCO001734,7,243
MYCO001735,14,498
MYCO001736,84,1958.82142857143
MYCO001737,33,1187.72727272727
MYCO001738,16,285
MYCO001739,54,1683
MYCO001740,8,213
MYCO001741,10,248.7
MYCO001742,25,738
MYCO001743,49,1700.9387755102
MYCO001744,20,402
MYCO001745,16,612
MYCO001746,46,1430.80434782609
MYCO001747,56,2598
MYCO001748,21,732
MYCO001749,16,558
MYCO001750,50,1599.06
MYCO001751,41,1383
MYCO001752,21,450
MYCO001753,10,3161.4
MYCO001754,26,1692.34615384615
MYCO001757,13,326.538461538462
MYCO001758,21,524.571428571429
MYCO001759,27,2736
MYCO001760,36,1508.91666666667
MYCO001761,14,384
MYCO001762,17,786.882352941176
MYCO001763,13,326.538461538462
MYCO001765,2,1096.5
MYCO001766,5,270
MYCO001767,8,360
MYCO001768,61,1860.09836065574
MYCO001769,32,1245
MYCO001770,44,1287
MYCO001771,39,1287
MYCO001772,9,312
MYCO001773,25,746.76
MYCO001774,52,1341
MYCO001775,24,819
MYCO001776,30,561
MYCO001777,50,1305.06
MYCO001778,13,450.461538461538
MYCO001779,76,1793.56578947368
MYCO001780,10,564
MYCO001781,83,2174.81927710843
MYCO001782,20,1521
MYCO001783,50,4176
MYCO001785,34,1182
MYCO001786,9,204
MYCO001787,16,1097.4375
MYCO001788,11,300
MYCO001789,45,1181.86666666667
MYCO001790,39,1051.46153846154
MYCO001791,4,300
MYCO001793,22,285
MYCO001794,26,903
MYCO001795,35,1512
MYCO001796,40,1757.925
MYCO001797,42,1221
MYCO001798,34,1833
MYCO001799,4,192
MYCO001800,73,1968
MYCO001801,55,1272.05454545455
MYCO001802,51,1392
MYCO001803,66,1918.81818181818
MYCO001804,14,327.428571428571
MYCO001805,22,348
MYCO001806,12,300
MYCO001808,38,1229.84210526316
MYCO001809,34,1409.11764705882
MYCO001810,14,356.571428571429
MYCO001811,31,705
MYCO001812,46,1202.86956521739
MYCO001813,18,432
MYCO001814,39,903
MYCO001815,33,666
MYCO001816,16,703.875
MYCO001817,45,1463.86666666667
MYCO001818,45,1488.66666666667
MYCO001819,31,1919.90322580645
MYCO001820,45,1644
MYCO001821,55,2427
MYCO001822,21,630
MYCO001823,26,923.884615384615
MYCO001824,11,366
MYCO001825,30,879
MYCO001826,9,405
MYCO001827,8,489
MYCO001828,17,744
MYCO001829,8,495
MYCO001830,52,678
MYCO001831,9,258.333333333333
MYCO001832,73,2826
MYCO001833,32,861
MYCO001834,22,867
MYCO001835,69,1887
MYCO001836,63,2033.90476190476
MYCO001837,71,2226
MYCO001838,11,396
MYCO001839,4,264
MYCO001840,64,1547.4375
MYCO001841,38,1041.15789473684
MYCO001842,45,1367.8
MYCO001843,37,1439.91891891892
MYCO001844,58,1452.56896551724
MYCO001845,19,951
MYCO001846,20,417.15
MYCO001847,19,422.684210526316
MYCO001848,13,303
MYCO001849,8,315
MYCO001850,51,1734
MYCO001851,17,636
MYCO001852,17,675
MYCO001853,17,626.647058823529
MYCO001854,43,1391.72093023256
MYCO001855,39,924
MYCO001856,19,678
MYCO001857,24,786
MYCO001858,8,795
MYCO001859,23,1110
MYCO001860,43,977.720930232558
MYCO001861,16,306
MYCO001862,31,1041
MYCO001863,24,770.625
MYCO001864,17,756
MYCO001865,25,861
MYCO001866,75,2337
MYCO001867,50,1484.94
MYCO001868,73,2099.83561643836
MYCO001869,26,1235.88461538462
MYCO001870,18,636
MYCO001871,17,390
MYCO001872,40,1245
MYCO001873,16,438
MYCO001874,29,687.103448275862
MYCO001875,13,443.769230769231
MYCO001876,18,480
MYCO001877,67,2063.9552238806
MYCO001878,40,1353.225
MYCO001879,33,1137
MYCO001880,45,1317
MYCO001881,23,423
MYCO001882,29,834
MYCO001883,24,475.125
MYCO001884,11,531
MYCO001885,28,599.678571428571
MYCO001886,24,978
MYCO001887,35,1143
MYCO001888,5,561
MYCO001889,9,357
MYCO001890,20,612
MYCO001891,18,408.166666666667
MYCO001892,9,312.333333333333
MYCO001893,11,219
MYCO001894,48,1131.0625
MYCO001895,23,1155
MYCO001896,42,912
MYCO001897,20,432.15
MYCO001898,19,309
MYCO001899,32,1046.34375
MYCO001900,58,1388.84482758621
MYCO001901,49,1293
MYCO001902,39,1269
MYCO001903,17,404.823529411765
MYCO001904,18,432
MYCO001905,38,962.763157894737
MYCO001906,20,471
MYCO001907,35,647.914285714286
MYCO001908,134,2222.88805970149
MYCO001909,21,444
MYCO001910,18,594
MYCO001911,24,606
MYCO001912,21,1005
MYCO001913,24,753
MYCO001914,14,408
MYCO001915,16,1104
MYCO001916,27,1197
MYCO001917,9,4380
MYCO001918,120,2963.875
MYCO001919,19,465
MYCO001920,38,864
MYCO001921,35,1272
MYCO001922,31,1116.1935483871
MYCO001923,55,1341
MYCO001924,10,381
MYCO001925,47,1863
MYCO001926,19,479.526315789474
MYCO001927,33,773.272727272727
MYCO001928,25,768
MYCO001929,32,645
MYCO001930,26,525
MYCO001931,30,779.9
MYCO001932,15,498
MYCO001933,37,1091.75675675676
MYCO001934,40,1230
MYCO001935,36,957
MYCO001936,37,1110
MYCO001937,75,2519.76
MYCO001938,35,1071
MYCO001939,20,515.55
MYCO001940,12,1062
MYCO001941,26,770.307692307692
MYCO001942,10,330
MYCO001943,14,378
MYCO001944,26,590.884615384615
MYCO001945,21,1365
MYCO001946,21,453
MYCO001947,13,402
MYCO001948,18,351
MYCO001950,8,192
MYCO001951,9,297
MYCO001952,8,216
MYCO001953,19,312
MYCO001954,19,522
MYCO001955,12,378
MYCO001956,16,450
MYCO001957,16,546
MYCO001958,25,615
MYCO001959,10,297.3
MYCO001960,10,252
MYCO001961,25,495
MYCO001962,13,407.769230769231
MYCO001963,27,1221
MYCO001964,26,798
MYCO001965,30,816
MYCO001966,37,1278.08108108108
MYCO001967,38,1028.92105263158
MYCO001968,48,1232.9375
MYCO001969,50,1271.58
MYCO001970,37,1134
MYCO001971,52,1314
MYCO001972,18,575.833333333333
MYCO001973,13,483
MYCO001974,13,378
MYCO001975,20,666
MYCO001976,15,408
MYCO001977,26,1046.53846153846
MYCO001978,25,849.12
MYCO001979,50,1446
MYCO001980,27,687
MYCO001981,8,968.625
MYCO001982,18,420
MYCO001983,46,1676.41304347826
MYCO001984,23,654
MYCO001985,25,912
MYCO001986,23,600
MYCO001987,16,429
MYCO001988,18,539.833333333333
MYCO001989,20,561
MYCO001990,6,342
MYCO001991,11,345
MYCO001992,59,2316
MYCO001993,10,273
MYCO001994,7,357
MYCO001995,26,768
MYCO001996,26,954
MYCO001997,76,2718
MYCO001998,24,777
MYCO001999,53,1323
MYCO002000,54,1614.05555555556
MYCO002001,30,753
MYCO002002,23,783
MYCO002003,38,858.157894736842
MYCO002004,37,1497
MYCO002005,19,887.842105263158
MYCO002006,142,3983.93661971831
MYCO002007,6,345
MYCO002008,35,1326
MYCO002009,6,243
MYCO002010,8,399
MYCO002011,8,432
MYCO002012,29,495.310344827586
MYCO002013,12,480
MYCO002014,22,590.454545454545
MYCO002015,34,1257.08823529412
MYCO002016,21,576.142857142857
MYCO002017,33,1040.63636363636
MYCO002018,8,720
MYCO002019,13,417
MYCO002020,9,300
MYCO002021,8,306
MYCO002022,31,606
MYCO002023,9,360
MYCO002024,15,1548
MYCO002025,38,999
MYCO002026,33,885
MYCO002027,29,1722
MYCO002028,21,840
MYCO002029,30,1019.9
MYCO002030,64,2046.046875
MYCO002031,14,435
MYCO002032,31,996
MYCO002033,34,842.911764705882
MYCO002034,11,324
MYCO002035,21,489
MYCO002036,25,641.88
MYCO002037,40,975
MYCO002038,28,1073.78571428571
MYCO002039,18,843
MYCO002040,19,903
MYCO002041,37,1320
MYCO002042,25,798
MYCO002043,161,560.906832298137
MYCO002044,10,318
MYCO002045,52,1536
MYCO002046,17,656.647058823529
MYCO002047,67,2564.77611940298
MYCO002048,25,12456.96
MYCO002049,8,225
MYCO002050,6,336
MYCO002051,62,2625.09677419355
MYCO002052,54,1605
MYCO002053,21,527.857142857143
MYCO002054,29,713.896551724138
MYCO002059,61,1536
MYCO002060,16,402
MYCO002061,18,405
MYCO002062,130,3585
MYCO002063,5,234
MYCO002064,28,1092
MYCO002065,19,626.842105263158
MYCO002066,59,1526.69491525424
MYCO002067,33,1224
MYCO002068,36,923.833333333333
MYCO002069,9,558
MYCO002070,20,735
MYCO002071,28,755.785714285714
MYCO002072,45,1173
MYCO002073,27,750
MYCO002074,11,414
MYCO002075,56,1464
MYCO002076,6,252
MYCO002077,32,971.90625
MYCO002078,16,315
MYCO002079,58,1970.79310344828
MYCO002080,23,564.130434782609
MYCO002081,19,441.473684210526
MYCO002082,102,2165.35294117647
MYCO002083,45,945
MYCO002084,16,1137
MYCO002085,14,306
MYCO002086,19,606
MYCO002087,9,231
MYCO002088,48,1769.3125
MYCO002089,35,1128
MYCO002090,9,1182
MYCO002091,31,733.645161290323
MYCO002092,86,2720.93023255814
MYCO002093,18,927
MYCO002094,7,252
MYCO002095,32,951
MYCO002096,28,999
MYCO002097,15,1359
MYCO002100,62,1653.04838709677
MYCO002101,97,3041.53608247423
MYCO002102,21,717
MYCO002103,18,435
MYCO002104,8,255
MYCO002105,13,326.538461538462
MYCO002107,12,297.5
MYCO002108,18,731.833333333333
MYCO002109,16,747
MYCO002110,20,876
MYCO002111,4,195
MYCO002112,33,1664.90909090909
MYCO002113,36,1194.08333333333
MYCO002114,19,624.315789473684
MYCO002115,39,1829.92307692308
MYCO002116,17,570
MYCO002117,7,294
MYCO002118,17,843
MYCO002119,30,837
MYCO002120,16,483
MYCO002121,11,855
MYCO002122,11,282
MYCO002123,34,1421.47058823529
MYCO002124,108,3578.91666666667
MYCO002125,22,878.863636363636
MYCO002126,28,768.214285714286
MYCO002127,51,1469.88235294118
MYCO002128,10,204
MYCO002129,36,882
MYCO002130,17,1245
MYCO002131,19,804.157894736842
MYCO002132,8,231
MYCO002133,24,789
MYCO002134,15,588
MYCO002135,14,711
MYCO002136,24,831
MYCO002137,15,414
MYCO002138,33,1077
MYCO002139,21,1074
MYCO002140,12,531
MYCO002141,39,1347.07692307692
MYCO002142,10,318
MYCO002143,40,1059
MYCO002144,11,357.272727272727
MYCO002145,16,783
MYCO002146,5,291
MYCO002147,14,726
MYCO002148,19,777
MYCO002149,13,753
MYCO002150,15,1140
MYCO002151,21,944.857142857143
MYCO002152,41,1485
MYCO002153,39,1233
MYCO002154,30,1575
MYCO002155,65,1461
MYCO002156,24,1080
MYCO002157,41,1532.92682926829
MYCO002158,56,1608.32142857143
MYCO002159,41,1035.07317073171
MYCO002160,11,342
MYCO002161,35,866.571428571429
MYCO002162,54,1590.38888888889
MYCO002163,30,2040
MYCO002164,39,1155
MYCO002165,35,1191
MYCO002166,6,432
MYCO002168,13,326.538461538462
MYCO002169,11,405
MYCO002170,22,621
MYCO002171,21,684
MYCO002172,25,906
MYCO002173,34,1059
MYCO002174,28,1551
MYCO002175,11,441
MYCO002176,38,1200
MYCO002177,24,666
MYCO002178,16,1389
MYCO002179,10,507
MYCO002180,28,888.428571428571
MYCO002181,28,1284
MYCO002182,13,744
MYCO002183,13,396
MYCO002184,23,1140
MYCO002185,12,435
MYCO002186,9,390
MYCO002187,51,1802.76470588235
MYCO002188,38,1157.92105263158
MYCO002189,23,774
MYCO002190,32,1158
MYCO002191,62,1937.90322580645
MYCO002192,27,1113
MYCO002193,14,612
