locus,varsites
MYCO001484,776
MYCO001485,1007
MYCO001486,825
MYCO001487,418
MYCO001488,1103
MYCO001489,343
MYCO001490,1228
MYCO001491,722
MYCO001492,1745
MYCO001493,2161
MYCO001494,294
MYCO001495,302
MYCO001496,964
MYCO001497,1228
MYCO001498,575
MYCO001499,384
MYCO001500,974
MYCO001501,780
MYCO001502,847
MYCO001504,580
MYCO001505,620
MYCO001506,476
MYCO001507,659
MYCO001508,1708
MYCO001509,832
MYCO001510,935
MYCO001511,968
MYCO001512,920
MYCO001513,706
MYCO001514,751
MYCO001515,852
MYCO001516,966
MYCO001517,738
MYCO001518,919
MYCO001519,261
MYCO001520,996
MYCO001521,1685
MYCO001522,3274
MYCO001523,996
MYCO001524,1181
MYCO001525,744
MYCO001526,1212
MYCO001527,5950
MYCO001528,481
MYCO001529,1670
MYCO001530,1038
MYCO001531,548
MYCO001532,414
MYCO001533,1086
MYCO001534,636
MYCO001535,225
MYCO001536,2986
MYCO001537,1325
MYCO001538,931
MYCO001539,583
MYCO001540,881
MYCO001541,572
MYCO001542,372
MYCO001543,973
MYCO001544,766
MYCO001545,220
MYCO001546,402
MYCO001547,3435
MYCO001548,1900
MYCO001549,527
MYCO001550,1651
MYCO001551,1782
MYCO001552,1673
MYCO001553,717
MYCO001554,362
MYCO001555,362
MYCO001556,567
MYCO001557,1142
MYCO001558,431
MYCO001559,1228
MYCO001560,213
MYCO001561,382
MYCO001562,1662
MYCO001563,2181
MYCO001564,2074
MYCO001565,2102
MYCO001566,604
MYCO001567,259
MYCO001568,1259
MYCO001569,1125
MYCO001570,653
MYCO001571,484
MYCO001572,99
MYCO001573,400
MYCO001574,291
MYCO001575,0
MYCO001576,1116
MYCO001577,496
MYCO001578,452
MYCO001579,295
MYCO001580,263
MYCO001581,389
MYCO001582,1371
MYCO001583,321
MYCO001584,213
MYCO001585,497
MYCO001586,1368
MYCO001587,992
MYCO001588,640
MYCO001589,1015
MYCO001590,230
MYCO001591,626
MYCO001592,1273
MYCO001593,686
MYCO001594,999
MYCO001595,1508
MYCO001596,830
MYCO001597,724
MYCO001598,395
MYCO001599,1252
MYCO001600,1097
MYCO001601,608
MYCO001602,592
MYCO001603,700
MYCO001604,773
MYCO001605,773
MYCO001606,332
MYCO001607,1055
MYCO001608,450
MYCO001609,1486
MYCO001610,674
MYCO001611,797
MYCO001612,1178
MYCO001613,775
MYCO001614,1350
MYCO001615,415
MYCO001616,383
MYCO001617,1355
MYCO001618,874
MYCO001619,1396
MYCO001620,1673
MYCO001621,1514
MYCO001622,1005
MYCO001623,1404
MYCO001624,553
MYCO001625,1265
MYCO001626,595
MYCO001627,1170
MYCO001628,480
MYCO001629,2587
MYCO001631,1182
MYCO001632,427
MYCO001633,2002
MYCO001634,1361
MYCO001635,1602
MYCO001636,418
MYCO001637,727
MYCO001638,2801
MYCO001639,1381
MYCO001640,3379
MYCO001644,720
MYCO001645,1011
MYCO001646,875
MYCO001647,909
MYCO001648,764
MYCO001649,985
MYCO001650,2377
MYCO001651,2819
MYCO001652,1024
MYCO001653,1174
MYCO001654,862
MYCO001655,1150
MYCO001656,886
MYCO001657,488
MYCO001658,1147
MYCO001659,1359
MYCO001660,1014
MYCO001661,6056
MYCO001662,4559
MYCO001663,1423
MYCO001664,2893
MYCO001665,1009
MYCO001666,1234
MYCO001667,619
MYCO001668,1116
MYCO001669,349
MYCO001670,329
MYCO001671,369
MYCO001672,1252
MYCO001673,884
MYCO001674,618
MYCO001675,694
MYCO001676,612
MYCO001677,520
MYCO001678,835
MYCO001679,1074
MYCO001680,785
MYCO001681,949
MYCO001682,875
MYCO001683,2875
MYCO001684,212
MYCO001685,592
MYCO001686,641
MYCO001687,711
MYCO001688,577
MYCO001689,1225
MYCO001690,370
MYCO001691,704
MYCO001692,1019
MYCO001693,167
MYCO001694,769
MYCO001695,889
MYCO001696,1694
MYCO001697,1155
MYCO001698,913
MYCO001699,1664
MYCO001700,596
MYCO001701,912
MYCO001702,1291
MYCO001703,569
MYCO001704,1574
MYCO001705,1102
MYCO001706,1125
MYCO001707,1389
MYCO001708,929
MYCO001709,793
MYCO001710,667
MYCO001711,733
MYCO001712,662
MYCO001713,1334
MYCO001714,763
MYCO001715,866
MYCO001716,762
MYCO001717,332
MYCO001718,772
MYCO001719,727
MYCO001720,364
MYCO001721,221
MYCO001722,1414
MYCO001723,1193
MYCO001724,404
MYCO001725,676
MYCO001726,1293
MYCO001727,545
MYCO001728,736
MYCO001729,897
MYCO001730,1468
MYCO001731,1482
MYCO001732,529
MYCO001733,599
MYCO001734,234
MYCO001735,474
MYCO001736,1836
MYCO001737,1128
MYCO001738,266
MYCO001739,1606
MYCO001740,203
MYCO001741,233
MYCO001742,698
MYCO001743,1629
MYCO001744,377
MYCO001745,582
MYCO001746,1354
MYCO001747,2503
MYCO001748,692
MYCO001749,528
MYCO001750,1530
MYCO001751,1321
MYCO001752,421
MYCO001753,3129
MYCO001754,1623
MYCO001757,307
MYCO001758,469
MYCO001759,2539
MYCO001760,1457
MYCO001761,368
MYCO001762,745
MYCO001763,307
MYCO001765,1091
MYCO001766,262
MYCO001767,347
MYCO001768,1736
MYCO001769,1198
MYCO001770,1218
MYCO001771,1230
MYCO001772,298
MYCO001773,706
MYCO001774,1269
MYCO001775,787
MYCO001776,529
MYCO001777,1236
MYCO001778,436
MYCO001779,1657
MYCO001780,548
MYCO001781,2053
MYCO001782,1473
MYCO001783,4060
MYCO001785,1134
MYCO001786,195
MYCO001787,1069
MYCO001788,222
MYCO001789,1110
MYCO001790,989
MYCO001791,293
MYCO001793,213
MYCO001794,861
MYCO001795,1446
MYCO001796,1677
MYCO001797,1160
MYCO001798,1777
MYCO001799,181
MYCO001800,1869
MYCO001801,1177
MYCO001802,1328
MYCO001803,1763
MYCO001804,306
MYCO001805,318
MYCO001806,279
MYCO001808,1166
MYCO001809,1348
MYCO001810,324
MYCO001811,656
MYCO001812,1135
MYCO001813,406
MYCO001814,847
MYCO001815,614
MYCO001816,662
MYCO001817,1386
MYCO001818,1233
MYCO001819,1869
MYCO001820,1573
MYCO001821,2330
MYCO001822,597
MYCO001823,883
MYCO001824,348
MYCO001825,834
MYCO001826,391
MYCO001827,471
MYCO001828,713
MYCO001829,476
MYCO001830,622
MYCO001831,249
MYCO001832,2705
MYCO001833,818
MYCO001834,832
MYCO001835,1796
MYCO001836,1938
MYCO001837,2123
MYCO001838,380
MYCO001839,257
MYCO001840,1417
MYCO001841,988
MYCO001842,1293
MYCO001843,1367
MYCO001844,1364
MYCO001845,916
MYCO001846,392
MYCO001847,391
MYCO001848,285
MYCO001849,305
MYCO001850,1663
MYCO001851,603
MYCO001852,652
MYCO001853,597
MYCO001854,1322
MYCO001855,875
MYCO001856,648
MYCO001857,750
MYCO001858,774
MYCO001859,1068
MYCO001860,911
MYCO001861,286
MYCO001862,991
MYCO001863,736
MYCO001864,723
MYCO001865,825
MYCO001866,2234
MYCO001867,1408
MYCO001868,1981
MYCO001869,1191
MYCO001870,605
MYCO001871,368
MYCO001872,1190
MYCO001873,410
MYCO001874,649
MYCO001875,416
MYCO001876,454
MYCO001877,1965
MYCO001878,1291
MYCO001879,1088
MYCO001880,1255
MYCO001881,399
MYCO001882,795
MYCO001883,433
MYCO001884,511
MYCO001885,550
MYCO001886,935
MYCO001887,1081
MYCO001888,556
MYCO001889,344
MYCO001890,584
MYCO001891,384
MYCO001892,298
MYCO001893,207
MYCO001894,1071
MYCO001895,1122
MYCO001896,854
MYCO001897,411
MYCO001898,290
MYCO001899,933
MYCO001900,1305
MYCO001901,1223
MYCO001902,1208
MYCO001903,373
MYCO001904,412
MYCO001905,907
MYCO001906,448
MYCO001907,608
MYCO001908,2046
MYCO001909,420
MYCO001910,564
MYCO001911,576
MYCO001912,955
MYCO001913,716
MYCO001914,371
MYCO001915,1086
MYCO001916,1157
MYCO001917,4362
MYCO001918,2750
MYCO001919,444
MYCO001920,816
MYCO001921,1228
MYCO001922,1072
MYCO001923,1264
MYCO001924,362
MYCO001925,1783
MYCO001926,447
MYCO001927,702
MYCO001928,729
MYCO001929,599
MYCO001930,492
MYCO001931,737
MYCO001932,474
MYCO001933,1038
MYCO001934,1168
MYCO001935,905
MYCO001936,1052
MYCO001937,2399
MYCO001938,1018
MYCO001939,479
MYCO001940,1042
MYCO001941,718
MYCO001942,316
MYCO001943,359
MYCO001944,552
MYCO001945,1309
MYCO001946,426
MYCO001947,385
MYCO001948,322
MYCO001950,183
MYCO001951,285
MYCO001952,206
MYCO001953,287
MYCO001954,493
MYCO001955,363
MYCO001956,428
MYCO001957,523
MYCO001958,578
MYCO001959,285
MYCO001960,243
MYCO001961,462
MYCO001962,385
MYCO001963,1170
MYCO001964,760
MYCO001965,774
MYCO001966,1219
MYCO001967,964
MYCO001968,1166
MYCO001969,1188
MYCO001970,1082
MYCO001971,1244
MYCO001972,549
MYCO001973,462
MYCO001974,359
MYCO001975,637
MYCO001976,392
MYCO001977,996
MYCO001978,812
MYCO001979,1384
MYCO001980,648
MYCO001981,946
MYCO001982,396
MYCO001983,1576
MYCO001984,619
MYCO001985,875
MYCO001986,560
MYCO001987,403
MYCO001988,513
MYCO001989,537
MYCO001990,331
MYCO001991,331
MYCO001992,2234
MYCO001993,257
MYCO001994,340
MYCO001995,734
MYCO001996,916
MYCO001997,2606
MYCO001998,739
MYCO001999,1245
MYCO002000,1525
MYCO002001,709
MYCO002002,753
MYCO002003,806
MYCO002004,1436
MYCO002005,856
MYCO002006,3748
MYCO002007,336
MYCO002008,1263
MYCO002009,234
MYCO002010,387
MYCO002011,413
MYCO002012,463
MYCO002013,461
MYCO002014,550
MYCO002015,1202
MYCO002016,553
MYCO002017,965
MYCO002018,702
MYCO002019,399
MYCO002020,287
MYCO002021,294
MYCO002022,565
MYCO002023,348
MYCO002024,1530
MYCO002025,945
MYCO002026,843
MYCO002027,1676
MYCO002028,805
MYCO002029,961
MYCO002030,1936
MYCO002031,414
MYCO002032,950
MYCO002033,788
MYCO002034,310
MYCO002035,462
MYCO002036,611
MYCO002037,913
MYCO002038,1028
MYCO002039,813
MYCO002040,874
MYCO002041,1266
MYCO002042,754
MYCO002043,403
MYCO002044,305
MYCO002045,1455
MYCO002046,621
MYCO002047,2445
MYCO002048,12269
MYCO002049,211
MYCO002050,326
MYCO002051,2511
MYCO002052,1519
MYCO002053,491
MYCO002054,674
MYCO002059,1458
MYCO002060,384
MYCO002061,381
MYCO002062,3401
MYCO002063,223
MYCO002064,1051
MYCO002065,600
MYCO002066,1419
MYCO002067,1169
MYCO002068,873
MYCO002069,545
MYCO002070,702
MYCO002071,712
MYCO002072,1117
MYCO002073,712
MYCO002074,395
MYCO002075,1378
MYCO002076,243
MYCO002077,925
MYCO002078,291
MYCO002079,1881
MYCO002080,535
MYCO002081,415
MYCO002082,1960
MYCO002083,885
MYCO002084,1119
MYCO002085,287
MYCO002086,580
MYCO002087,218
MYCO002088,1666
MYCO002089,1073
MYCO002090,1171
MYCO002091,667
MYCO002092,2583
MYCO002093,890
MYCO002094,241
MYCO002095,907
MYCO002096,958
MYCO002097,1322
MYCO002100,1545
MYCO002101,2894
MYCO002102,686
MYCO002103,412
MYCO002104,242
MYCO002105,307
MYCO002107,279
MYCO002108,696
MYCO002109,717
MYCO002110,849
MYCO002111,188
MYCO002112,1600
MYCO002113,1142
MYCO002114,589
MYCO002115,1756
MYCO002116,544
MYCO002117,283
MYCO002118,817
MYCO002119,798
MYCO002120,459
MYCO002121,827
MYCO002122,267
MYCO002123,1359
MYCO002124,3415
MYCO002125,843
MYCO002126,657
MYCO002127,1385
MYCO002128,192
MYCO002129,832
MYCO002130,1214
MYCO002131,773
MYCO002132,221
MYCO002133,755
MYCO002134,564
MYCO002135,686
MYCO002136,799
MYCO002137,395
MYCO002138,1028
MYCO002139,1039
MYCO002140,513
MYCO002141,1290
MYCO002142,299
MYCO002143,1004
MYCO002144,343
MYCO002145,756
MYCO002146,282
MYCO002147,699
MYCO002148,751
MYCO002149,734
MYCO002150,1109
MYCO002151,905
MYCO002152,1422
MYCO002153,1168
MYCO002154,1526
MYCO002155,1370
MYCO002156,1037
MYCO002157,1469
MYCO002158,1521
MYCO002159,965
MYCO002160,331
MYCO002161,804
MYCO002162,1372
MYCO002163,1973
MYCO002164,1100
MYCO002165,1136
MYCO002166,419
MYCO002168,307
MYCO002169,389
MYCO002170,589
MYCO002171,652
MYCO002172,863
MYCO002173,1011
MYCO002174,1500
MYCO002175,426
MYCO002176,1145
MYCO002177,644
MYCO002178,1359
MYCO002179,494
MYCO002180,850
MYCO002181,1242
MYCO002182,721
MYCO002183,382
MYCO002184,1094
MYCO002185,415
MYCO002186,375
MYCO002187,1727
MYCO002188,1096
MYCO002189,739
MYCO002190,1110
MYCO002191,1843
MYCO002192,1072
MYCO002193,591
MYCO002194,816
MYCO002195,1232
MYCO002196,1591
MYCO002197,611
MYCO002198,843
MYCO002199,406
MYCO002200,1047
MYCO002201,1887
MYCO002202,936
MYCO002203,663
MYCO002204,341
MYCO002205,1001
MYCO002206,661
MYCO002207,1044
MYCO002208,704
MYCO002209,1476
MYCO002210,1056
MYCO002211,1086
MYCO002212,1077
MYCO002213,1478
MYCO002214,1703
MYCO002215,1566
MYCO002216,845
MYCO002217,655
MYCO002218,894
MYCO002219,719
MYCO002220,1388
MYCO002221,2865
MYCO002222,1290
MYCO002223,1496
MYCO002224,1499
MYCO002225,808
MYCO002226,1469
MYCO002227,676
MYCO002228,1051
MYCO002229,710
MYCO002230,1093
MYCO002231,1051
MYCO002232,838
MYCO002234,469
MYCO002235,772
MYCO002236,892
MYCO002237,728
MYCO002238,455
MYCO002239,458
MYCO002240,550
MYCO002241,2633
MYCO002242,1205
MYCO002243,870
MYCO002244,341
MYCO002245,1214
MYCO002246,1280
MYCO002247,1380
MYCO002248,791
MYCO002249,1482
MYCO002250,550
MYCO002251,1427
MYCO002252,892
MYCO002253,478
MYCO002254,432
MYCO002255,183
MYCO002256,520
MYCO002257,780
MYCO002258,1010
MYCO002259,1023
MYCO002260,598
MYCO002261,401
MYCO002262,1078
MYCO002263,912
MYCO002264,1685
MYCO002265,1183
MYCO002266,1229
MYCO002267,1110
MYCO002268,1373
MYCO002269,310
MYCO002270,500
MYCO002271,286
MYCO002272,361
MYCO002273,310
MYCO002274,294
MYCO002275,834
MYCO002276,1130
MYCO002277,856
MYCO002278,307
MYCO002280,1280
MYCO002281,1564
MYCO002282,882
MYCO002283,183
MYCO002284,1257
MYCO002285,1279
MYCO002286,625
MYCO002287,1560
MYCO002288,351
MYCO002289,750
MYCO002290,484
MYCO002291,811
MYCO002292,220
MYCO002293,725
MYCO002294,1162
MYCO002295,600
MYCO002296,860
MYCO002297,433
MYCO002298,920
MYCO002299,1876
MYCO002300,889
MYCO002301,652
MYCO002302,229
MYCO002303,870
MYCO002304,202
MYCO002305,1223
MYCO002307,803
MYCO002308,679
MYCO002309,433
MYCO002310,326
MYCO002311,500
MYCO002312,261
MYCO002313,815
MYCO002314,1312
MYCO002315,1442
MYCO002316,838
MYCO002317,801
MYCO002318,1285
MYCO002319,840
MYCO002320,1358
MYCO002321,519
MYCO002322,634
MYCO002323,862
MYCO002324,418
MYCO002325,813
MYCO002326,2004
MYCO002327,473
MYCO002328,1088
MYCO002329,1463
MYCO002330,498
MYCO002331,364
MYCO002332,1582
MYCO002333,1564
MYCO002334,892
MYCO002335,657
MYCO002336,914
MYCO002337,1066
MYCO002338,892
MYCO002339,2749
MYCO002340,1176
MYCO002341,402
MYCO002342,245
MYCO002343,1842
MYCO002344,1255
MYCO002345,1896
MYCO002346,213
MYCO002347,275
MYCO002348,312
MYCO002349,1422
MYCO002350,1139
MYCO002351,1128
MYCO002352,1064
MYCO002353,1044
MYCO002354,307
MYCO002356,1704
MYCO002357,1365
MYCO002358,386
MYCO002359,353
MYCO002360,405
MYCO002361,870
MYCO002362,775
MYCO002363,1410
MYCO002364,867
MYCO002365,328
MYCO002366,1248
MYCO002367,534
MYCO002368,1010
MYCO002369,287
MYCO002370,1230
MYCO002371,179
MYCO002372,752
MYCO002373,1101
MYCO002374,980
MYCO002375,304
MYCO002376,483
MYCO002377,208
MYCO002378,1255
MYCO002379,4231
MYCO002380,4848
MYCO002381,2897
MYCO002382,1293
MYCO002383,4055
MYCO002384,1599
MYCO002385,866
MYCO002386,1308
MYCO002387,1206
MYCO002388,1074
MYCO002389,446
MYCO002390,533
MYCO002391,1628
MYCO002392,732
MYCO002393,798
MYCO002394,1829
MYCO002395,1923
MYCO002396,970
MYCO002397,1002
MYCO002398,785
MYCO002399,817
MYCO002400,1018
MYCO002401,318
MYCO002402,1846
MYCO002403,727
MYCO002404,1879
MYCO002405,550
MYCO002406,415
MYCO002407,785
MYCO002408,685
MYCO002409,806
MYCO002410,950
MYCO002411,1586
MYCO002413,917
MYCO002414,1476
MYCO002415,857
MYCO002416,1134
MYCO002417,811
MYCO002418,714
MYCO002419,634
MYCO002420,363
MYCO002421,625
MYCO002422,260
MYCO002423,1002
MYCO002424,991
MYCO002425,1398
MYCO002426,831
MYCO002427,1198
MYCO002428,551
MYCO002429,517
MYCO002430,553
MYCO002431,281
MYCO002432,379
MYCO002433,280
MYCO002434,1381
MYCO002435,2080
MYCO002436,856
MYCO002437,407
MYCO002438,1970
MYCO002439,1083
MYCO002440,1383
MYCO002443,1407
MYCO002444,2730
MYCO002445,395
MYCO002446,356
MYCO002447,1403
MYCO002448,2533
MYCO002449,1196
MYCO002450,456
MYCO002451,376
MYCO002452,134
MYCO002453,575
MYCO002454,1075
MYCO002455,1900
MYCO002456,1213
MYCO002457,1244
MYCO002458,870
MYCO002459,1455
MYCO002460,626
MYCO002461,576
MYCO002462,1329
MYCO002463,1148
MYCO002464,761
MYCO002465,478
MYCO002466,601
MYCO002467,2481
MYCO002468,482
MYCO002469,637
MYCO002470,365
MYCO002471,1560
MYCO002472,279
MYCO002473,680
MYCO002474,620
MYCO002475,402
MYCO002476,4692
MYCO002477,1598
MYCO002478,464
MYCO002480,307
MYCO002481,303
MYCO002482,2257
MYCO002483,1657
MYCO002484,1407
MYCO002485,1202
MYCO002486,731
MYCO002487,1802
MYCO002488,3258
MYCO002489,288
MYCO002490,4892
MYCO002491,589
MYCO002492,708
MYCO002493,214
MYCO002494,405
MYCO002495,1131
MYCO002496,1001
MYCO002497,1070
MYCO002498,783
MYCO002499,532
MYCO002500,1138
MYCO002501,1880
MYCO002502,1525
MYCO002503,616
MYCO002504,707
MYCO002505,1578
MYCO002506,627
MYCO002507,773
MYCO002508,1286
MYCO002509,766
MYCO002510,1493
MYCO002511,626
MYCO002512,1244
MYCO002513,399
MYCO002514,431
MYCO002515,1186
MYCO002516,774
MYCO002517,244
MYCO002518,1179
MYCO002519,1391
MYCO002520,214
MYCO002521,452
MYCO002522,1331
MYCO002523,375
MYCO002524,8876
MYCO002525,702
MYCO002526,223
MYCO002527,388
MYCO002528,881
MYCO002529,1319
MYCO002530,395
MYCO002531,2703
MYCO002532,387
MYCO002533,447
MYCO002534,542
MYCO002535,1088
MYCO002536,670
MYCO002537,428
MYCO002538,1045
MYCO002539,512
MYCO002540,1147
MYCO002541,391
MYCO002542,1124
MYCO002543,549
MYCO002544,551
MYCO002545,262
MYCO002546,393
MYCO002547,242
MYCO002548,358
MYCO002549,380
MYCO002550,234
MYCO002551,407
MYCO002552,777
MYCO002553,1203
MYCO002554,495
MYCO002555,2630
MYCO002556,372
MYCO002557,646
MYCO002558,686
MYCO002559,1293
MYCO002560,923
MYCO002561,285
MYCO002562,368
MYCO002563,998
MYCO002564,782
MYCO002565,1664
MYCO002566,3263
MYCO002567,2556
MYCO002568,987
MYCO002569,912
MYCO002570,367
MYCO002571,996
MYCO002572,1732
MYCO002573,698
MYCO002574,475
MYCO002575,837
MYCO002576,433
MYCO002577,1521
MYCO002578,964
MYCO002579,868
MYCO002580,1236
MYCO002581,657
MYCO002582,891
MYCO002583,2282
MYCO002584,639
MYCO002585,1599
MYCO002586,1261
MYCO002587,1631
MYCO002588,335
MYCO002589,1291
MYCO002590,3324
MYCO002591,1471
MYCO002592,1001
MYCO002593,563
MYCO002594,552
MYCO002595,237
MYCO002596,377
MYCO002597,593
MYCO002598,472
MYCO002599,412
MYCO002600,384
MYCO002601,1494
MYCO002602,421
MYCO002603,730
MYCO002604,573
MYCO002605,809
MYCO002606,867
MYCO002607,650
MYCO002608,1661
MYCO002609,1005
MYCO002610,1099
MYCO002611,904
MYCO002612,623
MYCO002613,574
MYCO002614,2018
MYCO002615,1300
MYCO002616,473
MYCO002617,426
MYCO002618,653
MYCO002619,345
MYCO002620,415
MYCO002621,635
MYCO002622,776
MYCO002623,857
MYCO002624,776
MYCO002625,1131
MYCO002626,410
MYCO002627,1169
MYCO002628,336
MYCO002629,1075
MYCO002630,509
MYCO002631,1231
MYCO002632,270
MYCO002633,453
MYCO002634,2145
MYCO002635,231
MYCO002636,625
MYCO002637,623
MYCO002638,419
MYCO002639,317
MYCO002640,341
MYCO002641,437
MYCO002642,362
MYCO002643,1398
MYCO002644,300
MYCO002645,412
MYCO002646,944
MYCO002647,350
MYCO002648,307
MYCO002650,1113
MYCO002651,449
MYCO002652,574
MYCO002653,300
MYCO002654,231
MYCO002655,1358
MYCO002656,319
MYCO002657,249
MYCO002658,353
MYCO002659,1070
MYCO002660,210
MYCO002661,368
MYCO002662,259
MYCO002663,219
MYCO002664,241
MYCO002665,263
MYCO002666,795
MYCO002667,737
MYCO002668,499
MYCO002669,453
MYCO002670,1073
MYCO002671,747
MYCO002672,1518
MYCO002673,1240
MYCO002674,390
MYCO002675,707
MYCO002676,677
MYCO002677,1303
MYCO002678,1035
MYCO002679,800
MYCO002680,592
MYCO002681,1260
MYCO002682,1861
MYCO002683,475
MYCO002684,967
MYCO002685,1225
MYCO002686,730
MYCO002687,680
MYCO002688,863
MYCO002689,1161
MYCO002690,1928
MYCO002691,655
MYCO002692,638
MYCO002693,642
MYCO002694,339
MYCO002695,678
MYCO002696,739
MYCO002697,451
MYCO002698,464
MYCO002699,293
MYCO002700,628
MYCO002701,819
MYCO002702,754
MYCO002703,1531
MYCO002704,410
MYCO002705,370
MYCO002706,244
MYCO002707,936
MYCO002708,236
MYCO002709,412
MYCO002710,937
MYCO002711,669
MYCO002712,991
MYCO002713,1335
MYCO002714,933
MYCO002715,961
MYCO002716,653
MYCO002717,474
MYCO002718,448
MYCO002719,467
MYCO002720,671
MYCO002721,1986
MYCO002722,235
MYCO002723,1134
MYCO002724,1105
MYCO002725,1428
MYCO002726,835
MYCO002727,900
MYCO002728,661
MYCO002729,861
MYCO002730,452
MYCO002731,1305
MYCO002732,569
MYCO002733,1469
MYCO002734,824
MYCO002735,947
MYCO002736,501
MYCO002737,2307
MYCO002738,197
MYCO002739,1134
MYCO002740,427
MYCO002741,1408
MYCO002742,799
MYCO002743,773
MYCO002744,776
MYCO002745,316
MYCO002746,601
MYCO002747,510
MYCO002748,2534
MYCO002749,301
MYCO002750,786
MYCO002751,854
MYCO002752,1554
MYCO002753,863
MYCO002754,726
MYCO002755,266
MYCO002756,1543
MYCO002757,396
MYCO002758,253
MYCO002759,377
MYCO002760,257
MYCO002761,1025
MYCO002762,391
MYCO002763,462
MYCO002764,742
MYCO002765,699
MYCO002766,754
MYCO002767,334
MYCO002768,1117
MYCO002769,783
MYCO002770,1083
MYCO002771,437
MYCO002772,451
MYCO002773,711
MYCO002774,389
MYCO002775,439
MYCO002776,890
MYCO002777,1027
MYCO002778,446
MYCO002779,508
MYCO002780,1068
MYCO002781,976
MYCO002782,1261
MYCO002783,2186
MYCO002784,499
MYCO002786,955
MYCO002787,1663
MYCO002788,669
MYCO002789,1176
MYCO002790,1151
MYCO002791,1103
MYCO002792,552
MYCO002793,863
MYCO002794,651
MYCO002795,935
MYCO002796,530
MYCO002797,1620
MYCO002798,312
MYCO002799,600
MYCO002800,1579
MYCO002801,344
MYCO002802,976
MYCO002803,451
MYCO002804,588
MYCO002805,373
MYCO002806,186
MYCO002807,1101
MYCO002808,251
MYCO002809,299
MYCO002811,577
MYCO002812,1334
MYCO002813,781
MYCO002815,307
MYCO002816,329
MYCO002817,979
MYCO002818,1116
MYCO002819,1081
MYCO002820,865
MYCO002821,682
MYCO002822,359
MYCO002823,2323
MYCO002824,905
MYCO002825,622
MYCO002826,848
MYCO002827,864
MYCO002828,504
MYCO002829,377
MYCO002830,202
MYCO002831,718
MYCO002832,1021
MYCO002833,1242
MYCO002834,794
MYCO002835,866
MYCO002836,1257
MYCO002837,982
MYCO002838,527
MYCO002839,2612
MYCO002840,281
MYCO002841,998
MYCO002842,533
MYCO002843,526
MYCO002844,465
MYCO002845,1689
MYCO002846,1546
MYCO002847,1174
MYCO002848,1334
MYCO002849,594
MYCO002850,1771
MYCO002851,451
MYCO002852,1415
MYCO002853,1668
MYCO002854,991
MYCO002855,1325
MYCO002856,1082
MYCO002857,749
MYCO002858,1298
MYCO002859,840
MYCO002860,1319
MYCO002861,827
MYCO002862,561
MYCO002863,365
MYCO002864,1756
MYCO002865,273
MYCO002866,251
MYCO002867,817
MYCO002868,1133
MYCO002869,1164
MYCO002870,1191
MYCO002871,249
MYCO002872,422
MYCO002873,641
MYCO002874,1983
MYCO002875,560
MYCO002876,295
MYCO002877,818
MYCO002878,505
MYCO002880,818
MYCO002881,884
MYCO002882,534
MYCO002883,753
MYCO002884,715
MYCO002885,1067
MYCO002886,850
MYCO002887,403
MYCO002888,1348
MYCO002889,786
MYCO002891,711
MYCO002892,1168
MYCO002893,919
MYCO002894,866
MYCO002895,803
MYCO002896,1112
MYCO002897,1426
MYCO002898,361
MYCO002899,802
MYCO002900,2262
MYCO002901,299
MYCO002902,757
MYCO002903,831
MYCO002905,888
MYCO002906,677
MYCO002907,510
MYCO002908,235
MYCO002910,419
MYCO002911,839
MYCO002912,571
MYCO002913,1743
MYCO002914,1686
MYCO002915,1059
MYCO002916,1526
MYCO002917,1803
MYCO002918,2319
MYCO002919,326
MYCO002920,1353
MYCO002921,1207
MYCO002922,3503
MYCO002923,389
MYCO002924,833
MYCO002925,689
MYCO002926,592
MYCO002927,711
MYCO002928,749
MYCO002929,296
MYCO002930,1691
MYCO002931,5550
MYCO002932,4432
MYCO002933,6372
MYCO002934,5291
MYCO002935,4289
MYCO002936,962
MYCO002937,843
MYCO002938,806
MYCO002939,1214
MYCO002940,6108
MYCO002941,1667
MYCO002942,2626
MYCO002943,1164
MYCO002944,668
MYCO002945,676
MYCO002946,4635
MYCO002947,1466
MYCO002948,2022
MYCO002949,559
MYCO002950,1781
MYCO002951,1101
MYCO002952,786
MYCO002953,1204
MYCO002954,692
MYCO002955,895
MYCO002956,681
MYCO002957,785
MYCO002958,1206
MYCO002959,696
MYCO002960,235
MYCO002961,365
MYCO002962,1291
MYCO002963,1164
MYCO002964,899
MYCO002965,473
MYCO002966,551
MYCO002967,3283
MYCO002968,618
MYCO002969,747
MYCO002970,1060
MYCO002971,815
MYCO002972,680
MYCO002973,2156
MYCO002974,1337
MYCO002975,247
MYCO002976,657
MYCO002977,972
MYCO002978,1117
MYCO002979,562
MYCO002980,520
MYCO002981,1067
MYCO002982,960
MYCO002983,616
MYCO002984,2170
MYCO002985,904
MYCO002986,555
MYCO002987,579
MYCO002988,1385
MYCO002989,669
MYCO002990,828
MYCO002991,473
MYCO002992,1408
MYCO002993,687
MYCO002994,1290
MYCO002995,965
MYCO002996,1531
MYCO002997,1395
MYCO002998,440
MYCO002999,916
MYCO003000,634
MYCO003001,964
MYCO003002,492
MYCO003003,1799
MYCO003004,324
MYCO003005,816
MYCO003006,1076
MYCO003007,591
MYCO003008,592
MYCO003009,1474
MYCO003010,996
MYCO003011,1427
MYCO003012,291
MYCO003013,631
