locus,varsites
MYCO001544,245
MYCO001545,69
MYCO001546,125
MYCO001547,1119
MYCO001548,606
MYCO001549,174
MYCO001550,527
MYCO001551,571
MYCO001552,526
MYCO001553,230
MYCO001554,113
MYCO001555,114
MYCO001556,182
MYCO001557,363
MYCO001558,138
MYCO001559,393
MYCO001560,67
MYCO001561,117
MYCO001562,526
MYCO001563,691
MYCO001564,662
MYCO001565,672
MYCO001566,202
MYCO001567,74
MYCO001568,406
MYCO001569,367
MYCO001570,206
MYCO001571,152
MYCO001572,31
MYCO001573,128
MYCO001574,90
MYCO001575,0
MYCO001576,351
MYCO001577,159
MYCO001578,143
MYCO001579,92
MYCO001580,84
MYCO001581,126
MYCO001582,446
MYCO001583,98
MYCO001584,67
MYCO001585,157
MYCO001586,441
MYCO001587,325
MYCO001588,206
MYCO001589,331
MYCO001590,74
MYCO001591,198
MYCO001592,403
MYCO001593,224
MYCO001594,322
MYCO001595,483
MYCO001596,272
MYCO001597,236
MYCO001598,126
MYCO001599,398
MYCO001600,355
MYCO001601,199
MYCO001602,188
MYCO001603,224
MYCO001604,250
MYCO001605,244
MYCO001606,105
MYCO001607,341
MYCO001608,149
MYCO001609,482
MYCO001610,209
MYCO001611,259
MYCO001612,384
MYCO001613,251
MYCO001614,431
MYCO001615,130
MYCO001616,119
MYCO001617,429
MYCO001618,280
MYCO001619,449
MYCO001620,548
MYCO001621,491
MYCO001622,324
MYCO001623,454
MYCO001624,179
MYCO001625,399
MYCO001626,191
MYCO001627,382
MYCO001628,155
MYCO001629,830
MYCO001631,385
MYCO001632,137
MYCO001633,652
MYCO001634,442
MYCO001635,514
MYCO001636,129
MYCO001637,228
MYCO001638,906
MYCO001639,435
MYCO001640,1091
MYCO001644,228
MYCO001645,324
MYCO001646,276
MYCO001647,292
MYCO001648,245
MYCO001649,320
MYCO001650,766
MYCO001651,908
MYCO001652,331
MYCO001653,389
MYCO001654,275
MYCO001655,375
MYCO001656,285
MYCO001657,156
MYCO001658,375
MYCO001659,446
MYCO001660,321
MYCO001661,1875
MYCO001662,1435
MYCO001663,442
MYCO001664,909
MYCO001665,319
MYCO001666,389
MYCO001667,193
MYCO001668,370
MYCO001669,110
MYCO001670,102
MYCO001671,115
MYCO001672,391
MYCO001673,273
MYCO001674,197
MYCO001675,215
MYCO001676,187
MYCO001677,164
MYCO001678,266
MYCO001679,341
MYCO001680,251
MYCO001681,308
MYCO001682,277
MYCO001683,925
MYCO001684,67
MYCO001685,189
MYCO001686,199
MYCO001687,222
MYCO001688,184
MYCO001689,398
MYCO001690,118
MYCO001691,224
MYCO001692,332
MYCO001693,51
MYCO001694,247
MYCO001695,294
MYCO001696,544
MYCO001697,383
MYCO001698,296
MYCO001699,527
MYCO001700,188
MYCO001701,303
MYCO001702,406
MYCO001703,183
MYCO001704,504
MYCO001705,339
MYCO001706,363
MYCO001707,445
MYCO001708,305
MYCO001709,251
MYCO001710,216
MYCO001711,237
MYCO001712,215
MYCO001713,426
MYCO001714,237
MYCO001715,271
MYCO001716,238
MYCO001717,106
MYCO001718,247
MYCO001719,231
MYCO001720,111
MYCO001721,70
MYCO001722,449
MYCO001723,381
MYCO001724,126
MYCO001725,213
MYCO001726,400
MYCO001727,172
MYCO001728,234
MYCO001729,282
MYCO001730,459
MYCO001731,477
MYCO001732,169
MYCO001733,186
MYCO001734,74
MYCO001735,153
MYCO001736,573
MYCO001737,360
MYCO001738,79
MYCO001739,511
MYCO001740,63
MYCO001741,74
MYCO001742,220
MYCO001743,519
MYCO001744,114
MYCO001745,188
MYCO001746,431
MYCO001747,808
MYCO001748,224
MYCO001749,171
MYCO001750,486
MYCO001751,424
MYCO001752,130
MYCO001753,1042
MYCO001754,526
MYCO001757,96
MYCO001758,144
MYCO001759,835
MYCO001760,468
MYCO001761,114
MYCO001762,239
MYCO001763,96
MYCO001765,363
MYCO001766,85
MYCO001767,112
MYCO001768,553
MYCO001769,388
MYCO001770,387
MYCO001771,391
MYCO001772,95
MYCO001773,224
MYCO001774,400
MYCO001775,248
MYCO001776,159
MYCO001777,388
MYCO001778,138
MYCO001779,519
MYCO001780,179
MYCO001781,643
MYCO001782,487
MYCO001783,1343
MYCO001785,360
MYCO001786,59
MYCO001787,347
MYCO001788,81
MYCO001789,352
MYCO001790,315
MYCO001791,96
MYCO001793,69
MYCO001794,276
MYCO001795,470
MYCO001796,546
MYCO001797,366
MYCO001798,577
MYCO001799,60
MYCO001800,584
MYCO001801,372
MYCO001802,415
MYCO001803,501
MYCO001804,95
MYCO001805,95
MYCO001806,88
MYCO001808,372
MYCO001809,433
MYCO001810,101
MYCO001811,208
MYCO001812,358
MYCO001813,127
MYCO001814,264
MYCO001815,191
MYCO001816,215
MYCO001817,444
MYCO001818,400
MYCO001819,610
MYCO001820,502
MYCO001821,755
MYCO001822,189
MYCO001823,283
MYCO001824,111
MYCO001825,263
MYCO001826,126
MYCO001827,155
MYCO001828,231
MYCO001829,157
MYCO001830,184
MYCO001831,78
MYCO001832,868
MYCO001833,256
MYCO001834,267
MYCO001835,564
MYCO001836,617
MYCO001837,675
MYCO001838,121
MYCO001839,84
MYCO001840,444
MYCO001841,311
MYCO001842,412
MYCO001843,442
MYCO001844,430
MYCO001845,298
MYCO001846,124
MYCO001847,121
MYCO001848,88
MYCO001849,98
MYCO001850,530
MYCO001851,196
MYCO001852,208
MYCO001853,192
MYCO001854,420
MYCO001855,270
MYCO001856,207
MYCO001857,238
MYCO001858,257
MYCO001859,348
MYCO001860,286
MYCO001861,86
MYCO001862,316
MYCO001863,234
MYCO001864,235
MYCO001865,263
MYCO001866,705
MYCO001867,449
MYCO001868,625
MYCO001869,388
MYCO001870,194
MYCO001871,115
MYCO001872,385
MYCO001873,131
MYCO001874,202
MYCO001875,136
MYCO001876,143
MYCO001877,623
MYCO001878,413
MYCO001879,348
MYCO001880,394
MYCO001881,121
MYCO001882,249
MYCO001883,132
MYCO001884,166
MYCO001885,170
MYCO001886,304
MYCO001887,349
MYCO001888,182
MYCO001889,110
MYCO001890,186
MYCO001891,120
MYCO001892,95
MYCO001893,63
MYCO001894,332
MYCO001895,363
MYCO001896,264
MYCO001897,126
MYCO001898,87
MYCO001899,301
MYCO001900,408
MYCO001901,383
MYCO001902,384
MYCO001903,118
MYCO001904,127
MYCO001905,283
MYCO001906,138
MYCO001907,184
MYCO001908,622
MYCO001909,128
MYCO001910,180
MYCO001911,181
MYCO001912,302
MYCO001913,227
MYCO001914,113
MYCO001915,352
MYCO001916,372
MYCO001917,1450
MYCO001918,862
MYCO001919,136
MYCO001920,252
MYCO001921,393
MYCO001922,342
MYCO001923,394
MYCO001924,117
MYCO001925,574
MYCO001926,141
MYCO001927,219
MYCO001928,229
MYCO001929,184
MYCO001930,149
MYCO001931,231
MYCO001932,152
MYCO001933,326
MYCO001934,372
MYCO001935,283
MYCO001936,331
MYCO001937,763
MYCO001938,323
MYCO001939,151
MYCO001940,342
MYCO001941,226
MYCO001942,101
MYCO001943,112
MYCO001944,170
MYCO001945,437
MYCO001946,130
MYCO001947,121
MYCO001948,100
MYCO001950,57
MYCO001951,90
MYCO001952,65
MYCO001953,88
MYCO001954,155
MYCO001955,115
MYCO001956,135
MYCO001957,167
MYCO001958,181
MYCO001959,90
MYCO001960,76
MYCO001961,142
MYCO001962,123
MYCO001963,380
MYCO001964,240
MYCO001965,243
MYCO001966,390
MYCO001967,307
MYCO001968,365
MYCO001969,372
MYCO001970,342
MYCO001971,386
MYCO001972,174
MYCO001973,148
MYCO001974,114
MYCO001975,204
MYCO001976,121
MYCO001977,319
MYCO001978,259
MYCO001979,435
MYCO001980,205
MYCO001981,316
MYCO001982,123
MYCO001983,507
MYCO001984,196
MYCO001985,281
MYCO001986,177
MYCO001987,127
MYCO001988,162
MYCO001989,167
MYCO001990,108
MYCO001991,104
MYCO001992,714
MYCO001993,82
MYCO001994,112
MYCO001995,231
MYCO001996,294
MYCO001997,835
MYCO001998,238
MYCO001999,389
MYCO002000,484
MYCO002001,221
MYCO002002,239
MYCO002003,250
MYCO002004,464
MYCO002005,279
MYCO002006,1190
MYCO002007,109
MYCO002008,407
MYCO002009,75
MYCO002010,125
MYCO002011,136
MYCO002012,141
MYCO002013,148
MYCO002014,172
MYCO002015,388
MYCO002016,171
MYCO002017,304
MYCO002018,232
MYCO002019,127
MYCO002020,91
MYCO002021,94
MYCO002022,174
MYCO002023,111
MYCO002024,503
MYCO002025,298
MYCO002026,264
MYCO002027,545
MYCO002028,259
MYCO002029,304
MYCO002030,621
MYCO002031,131
MYCO002032,302
MYCO002033,248
MYCO002034,98
MYCO002035,143
MYCO002036,189
MYCO002037,287
MYCO002038,330
MYCO002039,264
MYCO002040,282
MYCO002041,403
MYCO002042,241
MYCO002043,88
MYCO002044,96
MYCO002045,462
MYCO002046,201
MYCO002047,779
MYCO002048,4084
MYCO002049,67
MYCO002050,106
MYCO002051,816
MYCO002052,483
MYCO002053,158
MYCO002054,209
MYCO002059,458
MYCO002060,119
MYCO002061,117
MYCO002062,1066
MYCO002063,73
MYCO002064,337
MYCO002065,191
MYCO002066,445
MYCO002067,376
MYCO002068,274
MYCO002069,177
MYCO002070,226
MYCO002071,224
MYCO002072,345
MYCO002073,223
MYCO002074,127
MYCO002075,429
MYCO002076,79
MYCO002077,291
MYCO002078,89
MYCO002079,597
MYCO002080,167
MYCO002081,106
MYCO002082,607
MYCO002083,271
MYCO002084,364
MYCO002085,89
MYCO002086,183
MYCO002087,68
MYCO002088,535
MYCO002089,341
MYCO002090,385
MYCO002091,198
MYCO002092,822
MYCO002093,292
MYCO002094,78
MYCO002095,286
MYCO002096,307
MYCO002097,439
MYCO002100,487
MYCO002101,889
MYCO002102,218
MYCO002103,128
MYCO002104,77
MYCO002105,96
MYCO002107,88
MYCO002108,227
MYCO002109,234
MYCO002110,273
MYCO002111,61
MYCO002112,523
MYCO002113,364
MYCO002114,190
MYCO002115,572
MYCO002116,173
MYCO002117,91
MYCO002118,264
MYCO002119,250
MYCO002120,145
MYCO002121,274
MYCO002122,83
MYCO002123,345
MYCO002124,1087
MYCO002125,271
MYCO002126,222
MYCO002127,440
MYCO002128,58
MYCO002129,260
MYCO002130,398
MYCO002131,250
MYCO002132,69
MYCO002133,239
MYCO002134,181
MYCO002135,223
MYCO002136,256
MYCO002137,123
MYCO002138,325
MYCO002139,337
MYCO002140,166
MYCO002141,412
MYCO002142,96
MYCO002143,314
MYCO002144,110
MYCO002145,246
MYCO002146,92
MYCO002147,228
MYCO002148,241
MYCO002149,239
MYCO002150,365
MYCO002151,292
MYCO002152,455
MYCO002153,375
MYCO002154,495
MYCO002155,432
MYCO002156,336
MYCO002157,470
MYCO002158,481
MYCO002159,284
MYCO002160,103
MYCO002161,250
MYCO002162,442
MYCO002163,651
MYCO002164,349
MYCO002165,365
MYCO002166,138
MYCO002168,96
MYCO002169,124
MYCO002170,185
MYCO002171,207
MYCO002172,277
MYCO002173,321
MYCO002174,489
MYCO002175,136
MYCO002176,362
MYCO002177,204
MYCO002178,447
MYCO002179,159
MYCO002180,270
MYCO002181,400
MYCO002182,235
MYCO002183,119
MYCO002184,357
MYCO002185,133
MYCO002186,121
MYCO002187,551
MYCO002188,341
MYCO002189,237
MYCO002190,354
MYCO002191,586
MYCO002192,346
MYCO002193,190
MYCO002194,265
MYCO002195,403
MYCO002196,514
MYCO002197,193
MYCO002198,274
MYCO002199,132
MYCO002200,336
MYCO002201,606
MYCO002202,304
MYCO002203,214
MYCO002204,109
MYCO002205,317
MYCO002206,206
MYCO002207,333
MYCO002208,226
MYCO002209,470
MYCO002210,340
MYCO002211,345
MYCO002212,339
MYCO002213,472
MYCO002214,550
MYCO002215,498
MYCO002216,261
MYCO002217,213
MYCO002218,288
MYCO002219,230
MYCO002220,455
MYCO002221,937
MYCO002222,417
MYCO002223,485
MYCO002224,486
MYCO002225,258
MYCO002226,467
MYCO002227,215
MYCO002228,344
MYCO002229,228
MYCO002230,353
MYCO002231,341
MYCO002232,268
MYCO002234,149
MYCO002235,249
MYCO002236,282
MYCO002237,226
MYCO002238,150
MYCO002239,150
MYCO002240,175
MYCO002241,866
MYCO002242,395
MYCO002243,281
MYCO002244,113
MYCO002245,393
MYCO002246,424
MYCO002247,454
MYCO002248,254
MYCO002249,478
MYCO002250,176
MYCO002251,475
MYCO002252,282
MYCO002253,149
MYCO002254,137
MYCO002255,56
MYCO002256,171
MYCO002257,250
MYCO002258,324
MYCO002259,329
MYCO002260,188
MYCO002261,129
MYCO002262,303
MYCO002263,291
MYCO002264,531
MYCO002265,375
MYCO002266,386
MYCO002267,353
MYCO002268,432
MYCO002269,96
MYCO002270,155
MYCO002271,90
MYCO002272,117
MYCO002273,96
MYCO002274,89
MYCO002275,264
MYCO002276,353
MYCO002277,269
MYCO002278,96
MYCO002280,412
MYCO002281,496
MYCO002282,279
MYCO002283,54
MYCO002284,408
MYCO002285,405
MYCO002286,195
MYCO002287,496
MYCO002288,109
MYCO002289,242
MYCO002290,149
MYCO002291,260
MYCO002292,73
MYCO002293,237
MYCO002294,366
MYCO002295,188
MYCO002296,275
MYCO002297,135
MYCO002298,290
MYCO002299,600
MYCO002300,282
MYCO002301,203
MYCO002302,69
MYCO002303,278
MYCO002304,64
MYCO002305,392
MYCO002307,252
MYCO002308,213
MYCO002309,137
MYCO002310,103
MYCO002311,158
MYCO002312,84
MYCO002313,264
MYCO002314,423
MYCO002315,458
MYCO002316,273
MYCO002317,260
MYCO002318,412
MYCO002319,265
MYCO002320,433
MYCO002321,166
MYCO002322,200
MYCO002323,268
MYCO002324,130
MYCO002325,258
MYCO002326,647
MYCO002327,153
MYCO002328,344
MYCO002329,463
MYCO002330,160
MYCO002331,113
MYCO002332,510
MYCO002333,507
MYCO002334,284
MYCO002335,204
MYCO002336,283
MYCO002337,334
MYCO002338,284
MYCO002339,868
MYCO002340,366
MYCO002341,125
MYCO002342,80
MYCO002343,604
MYCO002344,408
MYCO002345,605
MYCO002346,69
MYCO002347,91
MYCO002348,97
MYCO002349,452
MYCO002350,371
MYCO002351,360
MYCO002352,328
MYCO002353,346
MYCO002354,96
MYCO002356,548
MYCO002357,452
MYCO002358,126
MYCO002359,96
MYCO002360,129
MYCO002361,290
MYCO002362,253
MYCO002363,460
MYCO002364,279
MYCO002365,104
MYCO002366,405
MYCO002367,174
MYCO002368,323
MYCO002369,89
MYCO002370,392
MYCO002371,56
MYCO002372,235
MYCO002373,353
MYCO002374,309
MYCO002375,97
MYCO002376,151
MYCO002377,64
MYCO002378,410
MYCO002379,1381
MYCO002380,1568
MYCO002381,934
MYCO002382,422
MYCO002383,1310
MYCO002384,514
MYCO002385,271
MYCO002386,428
MYCO002387,381
MYCO002388,336
MYCO002389,142
MYCO002390,173
MYCO002391,519
MYCO002392,232
MYCO002393,256
MYCO002394,585
MYCO002395,615
MYCO002396,306
MYCO002397,321
MYCO002398,250
MYCO002399,263
MYCO002400,326
MYCO002401,102
MYCO002402,589
MYCO002403,232
MYCO002404,609
MYCO002405,174
MYCO002406,130
MYCO002407,250
MYCO002408,218
MYCO002409,263
MYCO002410,309
MYCO002411,508
MYCO002413,293
MYCO002414,474
MYCO002415,275
MYCO002416,353
MYCO002417,262
MYCO002418,226
MYCO002419,204
MYCO002420,115
MYCO002421,206
MYCO002422,80
MYCO002423,324
MYCO002424,326
MYCO002425,447
MYCO002426,265
MYCO002427,386
MYCO002428,177
MYCO002429,164
MYCO002430,178
MYCO002431,87
MYCO002432,117
MYCO002433,90
MYCO002434,441
MYCO002435,665
MYCO002436,270
MYCO002437,131
MYCO002438,645
MYCO002439,347
MYCO002440,444
MYCO002443,453
MYCO002444,887
MYCO002445,126
MYCO002446,112
MYCO002447,448
MYCO002448,818
MYCO002449,378
MYCO002450,129
MYCO002451,117
MYCO002452,40
MYCO002453,182
MYCO002454,349
MYCO002455,620
MYCO002456,387
MYCO002457,412
MYCO002458,277
MYCO002459,469
MYCO002460,206
MYCO002461,192
MYCO002462,424
MYCO002463,380
MYCO002464,237
MYCO002465,156
MYCO002466,194
MYCO002467,800
MYCO002468,152
MYCO002469,206
MYCO002470,114
MYCO002471,494
MYCO002472,87
MYCO002473,215
MYCO002474,196
MYCO002475,129
MYCO002476,1513
MYCO002477,511
MYCO002478,148
MYCO002480,96
MYCO002481,96
MYCO002482,718
MYCO002483,533
MYCO002484,452
MYCO002485,377
MYCO002486,233
MYCO002487,578
MYCO002488,1042
MYCO002489,92
MYCO002490,1628
MYCO002491,185
MYCO002492,216
MYCO002493,68
MYCO002494,127
MYCO002495,357
MYCO002496,317
MYCO002497,345
MYCO002498,248
MYCO002499,174
MYCO002500,369
MYCO002501,609
MYCO002502,491
MYCO002503,190
MYCO002504,224
MYCO002505,503
MYCO002506,203
MYCO002507,252
MYCO002508,411
MYCO002509,246
MYCO002510,477
MYCO002511,202
MYCO002512,412
MYCO002513,123
MYCO002514,136
MYCO002515,385
MYCO002516,245
MYCO002517,76
MYCO002518,385
MYCO002519,440
MYCO002520,66
MYCO002521,143
MYCO002522,430
MYCO002523,117
MYCO002524,2884
MYCO002525,228
MYCO002526,73
MYCO002527,124
MYCO002528,284
MYCO002529,415
MYCO002530,128
MYCO002531,866
MYCO002532,127
MYCO002533,140
MYCO002534,176
MYCO002535,350
MYCO002536,215
MYCO002537,139
MYCO002538,347
MYCO002539,169
MYCO002540,370
MYCO002541,123
MYCO002542,354
MYCO002543,170
MYCO002544,170
MYCO002545,82
MYCO002546,123
MYCO002547,73
MYCO002548,114
MYCO002549,122
MYCO002550,72
MYCO002551,129
MYCO002552,243
MYCO002553,393
MYCO002554,156
MYCO002555,856
MYCO002556,120
MYCO002557,201
MYCO002558,222
MYCO002559,415
MYCO002560,291
MYCO002561,50
MYCO002562,115
MYCO002563,315
MYCO002564,255
MYCO002565,530
MYCO002566,1040
MYCO002567,819
MYCO002568,323
MYCO002569,295
MYCO002570,116
MYCO002571,300
MYCO002572,564
MYCO002573,218
MYCO002574,146
MYCO002575,264
MYCO002576,140
MYCO002577,483
MYCO002578,307
MYCO002579,278
MYCO002580,403
MYCO002581,214
MYCO002582,288
MYCO002583,751
MYCO002584,202
MYCO002585,517
MYCO002586,406
MYCO002587,522
MYCO002588,108
MYCO002589,414
MYCO002590,1059
MYCO002591,472
MYCO002592,328
MYCO002593,184
MYCO002594,179
MYCO002595,74
MYCO002596,119
MYCO002597,191
MYCO002598,149
MYCO002599,134
MYCO002600,125
MYCO002601,481
MYCO002602,132
MYCO002603,235
MYCO002604,189
MYCO002605,256
MYCO002606,279
MYCO002607,205
MYCO002608,535
MYCO002609,323
MYCO002610,352
MYCO002611,285
MYCO002612,197
MYCO002613,188
MYCO002614,659
MYCO002615,384
MYCO002616,150
MYCO002617,132
MYCO002618,209
MYCO002619,111
MYCO002620,137
MYCO002621,198
MYCO002622,249
MYCO002623,270
MYCO002624,246
MYCO002625,365
MYCO002626,127
MYCO002627,369
MYCO002628,102
MYCO002629,347
MYCO002630,158
MYCO002631,393
MYCO002632,84
MYCO002633,140
MYCO002634,658
MYCO002635,72
MYCO002636,197
MYCO002637,201
MYCO002638,121
MYCO002639,100
MYCO002640,112
MYCO002641,138
MYCO002642,122
MYCO002643,433
MYCO002644,93
MYCO002645,133
MYCO002646,301
MYCO002647,111
MYCO002648,96
MYCO002650,351
MYCO002651,141
MYCO002652,172
MYCO002653,94
MYCO002654,71
MYCO002655,423
MYCO002656,96
MYCO002657,77
MYCO002658,113
MYCO002659,347
MYCO002660,66
MYCO002661,117
MYCO002662,83
MYCO002663,67
MYCO002664,76
MYCO002665,82
MYCO002666,263
MYCO002667,237
MYCO002668,157
MYCO002669,145
MYCO002670,348
MYCO002671,241
MYCO002672,488
MYCO002673,407
MYCO002674,124
MYCO002675,222
MYCO002676,221
MYCO002677,423
MYCO002678,332
MYCO002679,258
MYCO002680,181
MYCO002681,410
MYCO002682,614
MYCO002683,151
MYCO002684,305
MYCO002685,271
MYCO002686,234
MYCO002687,217
MYCO002688,277
MYCO002689,367
MYCO002690,620
MYCO002691,204
MYCO002692,202
MYCO002693,202
MYCO002694,99
MYCO002695,216
MYCO002696,235
MYCO002697,146
MYCO002698,154
MYCO002699,94
MYCO002700,201
MYCO002701,255
MYCO002702,232
MYCO002703,506
MYCO002704,127
MYCO002705,113
MYCO002706,77
MYCO002707,299
MYCO002708,72
MYCO002709,125
MYCO002710,308
MYCO002711,219
MYCO002712,305
MYCO002713,422
MYCO002714,306
MYCO002715,301
MYCO002716,210
MYCO002717,154
MYCO002718,143
MYCO002719,150
MYCO002720,213
MYCO002721,633
MYCO002722,70
MYCO002723,355
MYCO002724,351
MYCO002725,458
MYCO002726,268
MYCO002727,282
MYCO002728,214
MYCO002729,270
MYCO002730,141
MYCO002731,416
MYCO002732,170
MYCO002733,465
MYCO002734,259
MYCO002735,300
MYCO002736,157
MYCO002737,752
MYCO002738,65
MYCO002739,373
MYCO002740,131
MYCO002741,455
MYCO002742,254
MYCO002743,250
MYCO002744,247
MYCO002745,100
MYCO002746,188
MYCO002747,168
MYCO002748,809
MYCO002749,95
MYCO002750,252
MYCO002751,271
MYCO002752,474
MYCO002753,279
MYCO002754,238
MYCO002755,85
MYCO002756,493
MYCO002757,123
MYCO002758,79
MYCO002759,119
MYCO002760,81
MYCO002761,327
MYCO002762,126
MYCO002763,150
MYCO002764,232
MYCO002765,218
MYCO002766,241
MYCO002767,107
MYCO002768,356
MYCO002769,242
MYCO002770,337
MYCO002771,139
MYCO002772,144
MYCO002773,232
MYCO002774,124
MYCO002775,139
MYCO002776,282
MYCO002777,329
MYCO002778,141
MYCO002779,154
MYCO002780,339
MYCO002781,304
MYCO002782,400
MYCO002783,719
MYCO002784,158
MYCO002786,307
MYCO002787,525
MYCO002788,215
MYCO002789,371
MYCO002790,372
MYCO002791,369
MYCO002792,180
MYCO002793,278
MYCO002794,209
MYCO002795,304
MYCO002796,167
MYCO002797,517
MYCO002798,100
MYCO002799,188
MYCO002800,501
MYCO002801,109
MYCO002802,309
MYCO002803,147
MYCO002804,184
MYCO002805,113
MYCO002806,61
MYCO002807,350
MYCO002808,81
MYCO002809,95
MYCO002811,184
MYCO002812,418
MYCO002813,246
MYCO002815,96
MYCO002816,107
MYCO002817,308
MYCO002818,361
MYCO002819,340
MYCO002820,273
MYCO002821,219
MYCO002822,113
MYCO002823,742
MYCO002824,290
MYCO002825,198
MYCO002826,270
MYCO002827,280
MYCO002828,155
MYCO002829,119
MYCO002830,62
MYCO002831,228
MYCO002832,320
MYCO002833,389
MYCO002834,250
MYCO002835,278
MYCO002836,400
MYCO002837,318
MYCO002838,166
MYCO002839,854
MYCO002840,88
MYCO002841,322
MYCO002842,168
MYCO002843,169
MYCO002844,147
MYCO002845,547
MYCO002846,506
MYCO002847,375
MYCO002848,432
MYCO002849,186
MYCO002850,565
MYCO002851,147
MYCO002852,450
MYCO002853,525
MYCO002854,315
MYCO002855,426
MYCO002856,342
MYCO002857,240
MYCO002858,410
MYCO002859,267
MYCO002860,418
MYCO002861,274
MYCO002862,169
MYCO002863,120
MYCO002864,577
MYCO002865,87
MYCO002866,82
MYCO002867,261
MYCO002868,368
MYCO002869,372
MYCO002870,385
MYCO002871,76
MYCO002872,131
MYCO002873,204
MYCO002874,629
MYCO002875,181
MYCO002876,91
MYCO002877,261
MYCO002878,159
MYCO002880,268
MYCO002881,283
MYCO002882,170
MYCO002883,242
MYCO002884,228
MYCO002885,348
MYCO002886,276
MYCO002887,127
MYCO002888,437
MYCO002889,250
MYCO002891,226
MYCO002892,367
MYCO002893,291
MYCO002894,281
MYCO002895,257
MYCO002896,354
MYCO002897,454
MYCO002898,113
MYCO002899,264
MYCO002900,733
MYCO002901,99
MYCO002902,243
MYCO002903,266
MYCO002905,277
MYCO002906,219
MYCO002907,161
MYCO002908,75
MYCO002910,130
MYCO002911,265
MYCO002912,185
MYCO002913,563
MYCO002914,537
MYCO002915,344
MYCO002916,493
MYCO002917,580
MYCO002918,742
MYCO002919,103
MYCO002920,425
MYCO002921,389
MYCO002922,1135
MYCO002923,119
MYCO002924,268
MYCO002925,232
MYCO002926,186
MYCO002927,227
MYCO002928,240
MYCO002929,96
MYCO002930,561
MYCO002931,1835
MYCO002932,1465
MYCO002933,2064
MYCO002934,1695
MYCO002935,1387
MYCO002936,310
MYCO002937,280
MYCO002938,261
MYCO002939,395
MYCO002940,1977
MYCO002941,537
MYCO002942,840
MYCO002943,368
MYCO002944,206
MYCO002945,215
MYCO002946,1476
MYCO002947,478
MYCO002948,636
MYCO002949,167
MYCO002950,563
MYCO002951,357
MYCO002952,250
MYCO002953,387
MYCO002954,217
MYCO002955,281
MYCO002956,210
MYCO002957,248
MYCO002958,376
MYCO002959,215
MYCO002960,72
MYCO002961,117
MYCO002962,414
MYCO002963,365
MYCO002964,287
MYCO002965,157
MYCO002966,178
MYCO002967,1074
MYCO002968,202
MYCO002969,242
MYCO002970,337
MYCO002971,268
MYCO002972,216
MYCO002973,698
MYCO002974,417
MYCO002975,78
MYCO002976,213
MYCO002977,317
MYCO002978,373
MYCO002979,182
MYCO002980,171
MYCO002981,343
MYCO002982,310
MYCO002983,198
MYCO002984,710
MYCO002985,283
MYCO002986,193
MYCO002987,189
MYCO002988,452
MYCO002989,213
MYCO002990,266
MYCO002991,149
MYCO002992,457
MYCO002993,219
MYCO002994,414
MYCO002995,311
MYCO002996,503
MYCO002997,453
MYCO002998,139
MYCO002999,291
MYCO003000,201
MYCO003001,312
MYCO003002,158
MYCO003003,582
MYCO003004,106
MYCO003005,266
MYCO003006,346
MYCO003007,185
MYCO003008,183
MYCO003009,477
MYCO003010,326
MYCO003011,459
MYCO003012,95
MYCO003013,204
MYCO003014,622
MYCO003015,310
MYCO003016,193
MYCO003017,106
MYCO003018,412
MYCO003019,74
MYCO003020,88
MYCO003021,350
MYCO003023,413
MYCO003024,341
MYCO003025,362
MYCO003026,272
MYCO003027,255
MYCO003028,297
MYCO003029,246
MYCO003030,248
MYCO003031,481
MYCO003032,393
MYCO003033,156
MYCO003034,280
MYCO003035,339
MYCO003036,210
MYCO003037,327
MYCO003038,307
MYCO003039,235
MYCO003040,265
MYCO003041,273
MYCO003042,385
MYCO003043,550
MYCO003044,320
MYCO003045,323
MYCO003046,113
MYCO003047,85
MYCO003048,308
MYCO003049,487
MYCO003050,224
MYCO003051,668
MYCO003052,147
MYCO003053,77
MYCO003054,162
MYCO003055,178
MYCO003056,309
MYCO003057,265
MYCO003058,206
MYCO003059,460
MYCO003060,437
MYCO003061,661
MYCO003062,458
MYCO003063,677
MYCO003064,130
MYCO003065,94
MYCO003066,182
MYCO003067,121
MYCO003068,493
MYCO003069,121
MYCO003070,115
MYCO003071,333
MYCO003072,157
MYCO003073,105
MYCO003074,367
MYCO003075,293
MYCO003076,144
MYCO003077,542
MYCO003078,124
MYCO003079,261
MYCO003080,1001
MYCO003081,381
MYCO003082,307
MYCO003083,438
MYCO003084,282
MYCO003085,250
MYCO003086,333
MYCO003087,423
MYCO003088,425
MYCO003089,460
MYCO003090,258
MYCO003091,517
MYCO003092,268
MYCO003093,311
MYCO003094,343
MYCO003095,145
MYCO003096,341
MYCO003097,399
MYCO003098,135
MYCO003099,259
MYCO003100,147
MYCO003101,284
MYCO003102,215
MYCO003103,134
MYCO003104,282
MYCO003105,349
MYCO003106,411
MYCO003107,480
MYCO003108,127
MYCO003109,314
MYCO003110,123
MYCO003111,138
MYCO003112,77
MYCO003113,197
MYCO003114,161
MYCO003115,413
MYCO003116,353
MYCO003117,259
MYCO003118,96
MYCO003119,129
MYCO003120,186
MYCO003121,361
MYCO003122,140
MYCO003123,151
MYCO003124,266
MYCO003125,361
MYCO003126,95
MYCO003127,311
MYCO003129,105
MYCO003130,438
MYCO003131,318
